text,stalebi,zhossainzadeh,adjudicated
"An amusing, entertaining book about one man's experience of failed middle class life, featuring a lot of weeping and epiphany on the part of the main character, and plenty of plot twists to keep it interesting. A nice summer or long train ride read (do you not ride trains where you live? You have my sympathy). The failure of the middle class life here is really about the failure of the U.S. economic system to maintain enough jobs to allow the dwindling American middle class to prosper, which it fails to notice when things seem good; the author gets in some licks on that account--a thoroughly enjoyable smack down of a few individuals symbolizing the group think, self-satisfaction, and collective delusion that started in the eighties, built up critical mass in the nineties, and after 2007 brought down the cloudburst of shit rain.",4,4,4
"A riff on 'ask and you shall receive, seek and ye shall find,' with a bit of ""use it or lose it,"" a boy who was searching for something ends up finding a bunch of gold. A materialist mantra disguised as a spiritual journey. Barbara Ehrenreich once observed that God the creator of the entire universe, could not possibly care whether a particular individual is rich or not. Jesus calls on people who would follow him to give up all their possessions. As for fans of The Alchemist, whatever makes you feel better, whatever gets you through the night, I suppose.",4,4,4
"Reading Ulysses is like ascending Everest. Establish a base camp at the beach, watch for the fireworks. Leave your fellow climbers for dead at the bar during the parade, and try to find that treacherous passage to the next level. The winds and weather are bad at times, particularly in the brothel, but veterans say that if you can make it to the soliloquy, you are home free. I teared up at the ending, in part from the beauty of the passage, in part from relief and shock at the pure achievement.",4,4,4
"I have read all but one of this author's previous novels and have really enjoyed them. From the beginning, this one seemed different in a way that I, initially, couldn't pinpoint. Certainly, an author can write a book that doesn't come together as well as her previous ones, but I have strong suspicions that this title was actually written earlier in Gudenkauf's career. The prose is stilted and amateurish compared to her other works, the characters are undeveloped, the plot thin and simplistic. Frequent proofreading errors also decreased the quality and my enjoyment of this book. Here's hoping that her next work is one that reflects her growth as a writer and her strengths as a storyteller.",4,4,4
"** spoiler alert ** I equally loved book 2, and am definitely hooked. I did feel it took a little while for them to get to sea, but I guess we can't bring in a love interest if we aren't on the land! My favorite thing by far was the Lively, and the descriptions of how fast she is and how much care the crew took keeping her a crack ship. Pride in what you do can be a great motivator. I also loved how Jack made them work the guns against all the batteries for practice.",3,3,3
"After seeing the movie (i liked it), and needing a fun read for a vacation, this was perfect. Like Jacques, I loved the explanation of Baccarat. My mental image of Vesper Lynd in the book is much prettier than the actress from the movie. Fleming's Bond is much more of a connoisseur than the movie Bond, and he takes great care in describing all the details of the things he enjoys - particularly his cigarettes, his food, his wine, and his car.",3,3,3
A really interesting novel that takes place in the future in a world where some people live in the metaverse (aka digital universe/internet) more than the real world. I don't remember it so well now but I do remember there being some really interesting tie-ins to ancient sumarian computers. That plus any book with a protagonist named Hiro Protagonist who wields badass japanese swords is just badass. Note: the MetaVerse is current being built now here: http://secondlife.com,3,3,3
Absolute unforgettable story of the power of a mother's love. The book has an uplifting and positive message even though the story itself is very grim. A must-read.,3,3,3
"4.5 Stars! WOW! What a gorgeous story! New-to-me author Emma Scott has written a beautifully-crafted, lyrical story with memorable characters and a simply beautiful love story. Full review to follow.",3,3,3
"An unblinking, unvarnished look inside the brutal life of a 70's MC gang. A perfect story with incredibly detailed references to South Florida in the 1970's. An ending that will take your breath away. Let the author stalking begin!",3,3,3
"An unblinking, unvarnished look inside the brutal life of a 70's MC gang. A perfect stroy with incredibly detailed referenced to South Florida in the 1970's. An ending that will take your breath away. Let the author stalking begin!",3,3,3
"Wonderful story that tackles a very emotional subject with great sensitivity and grace. There is no ""one size fits all"" when it comes to recovering from a traumatic assault. Loved Ryan and can't wait for his story.",3,3,3
"A powerfully written story that will take your breath away. You will not be able to tear yourself away from the story of Sophie and Ian. The writing is flawless and the character development perfect. Unforgettable first-kiss scene! Seriously, this book needs to be made into a movie. Put this at the top of your to-read list for 2013.",3,3,3
"It has been a while since I read it so I have forgotten details, but I remember mostly liking it. I wondered if amnesia would alter a personality as much as shown, but the author did do research. And the fiance's getting to know the new woman is a sort of reminder that we do change and that we shouldn't assume details about another.",3,3,3
"sometimes one needs a fluff read. But also need enough time to finish at the 'can't put down' stage. This one had too much prolonged history of Italy and Italian language detail in the beginning. Some was needed for setting and character development and to establish fear, but most felt like filler. Toward the second half it became a better read.",3,3,3
"After a sample of three, I see a pattern: lone character in a strange setting, establish the setting for a couple chapters, then gradually introduce other characters and fill in the past that got them to the strange state. I enjoyed references to the first volume. This second book had more slow moments than the first of the series, but when it was good it was very good. I am not yet sure what to make of the God's Garden religion. Sometimes it seemed excessive, other times wise.",3,3,3
"4.5 stars. Saying this book was amazing doesn't even begin to describe it. However, it lagged in some parts and it didn't really pull my heartstrings as much as I thought it would. I just can't bring myself to give it 5 stars but still an excellent read none the less.",3,3,3
"Original and refreshing, not to mention amazing. I love Marion's style of writing and I think I'm going to be eagerly awaiting ANY new book he writes. Even more stoked for the movie now. Beware of the explicit language in this book though. (Although the only cuss word that is constantly used in this book is the ""F"" word, it's used quite often.) Also, not gonna lie, there may have been oh, two or three parts (or 5+) that literally made me LOL and glad that I wasn't reading this in public... 5/5 (I would give it more stars if I could).",3,3,3
"3.5 stars. In my opinion, not as good as the first one. While it was a really quick read, nothing really happened. This book adds alternating povs, switching between Ky and Cassia each chapter but frankly, you definitely would not be able to differentiate between them unless you read the name at the beginning of the chapters. Ky doesn't have a distinct voice and sounds EXACTLY the same as Cassia. So there's that...plus, I really wanted to strangle some characters in this book.",3,3,3
"I liked it but I was a bit disappointed. Probably because I came into this book with high expectations. I think I liked this book more than I would have if I hadn't been required to analyze and answer questions on it for English class. All the symbols, motifs, and themes probably would have flown over my head.",3,3,3
"I liked it. I especially liked the beginning, the sarcastic, humorous tone of the book, and the action. It got kind of slow in the beginning/middle and the romance was sweet but  kind of sickly because, you know, it was basically necrophilia  . What I didn't like was how the beginning high school stuff was cliche, the assumption that all a guy has to do is ignore a girl to get her to fall for you, and the idea of a stereotypical white, blonde prom queen (although I actually liked the character). Also I don't know how to feel about the ending. But, there's a sequel so.",3,3,3
"Interesting to see how the different characters think about the Rebellion (I read it in Dutch, I think this is the word they use in the English version?) and how that changes (mainly with Xander) .",3,3,3
"This book was so exciting! I have never read anything like it. It is full of action, and Ursula Poznanski creates a game world that seems 'real' (not 'the world we live in'-real but 'this could be the setting of a fantasy book'-real). The plot surprised me and had me wondering all day: 'Could this be real?'",3,3,3
"This might be one of the first books that I have loved this much but was unable to read in one sitting. Or two sittings. It is lovely, dense in exactly the right ways, and deals with a lot of emotional situations in ways that are both unique and clever. Obviously, one of these situations is that of losing a friend emotionally and then actually, and how to resolve emotions of hatred and loss simultaneously. When I say it's dealt with uniquely, I mean that Vera is not somehow gifted with an emotional intelligence that would allow her to deal with this nimbly, and instead she simply dumb a**es through in a way that is relatable and cringe inducing. Full Review at: http://saltywordsandsemicolons.com/20...",3,3,3
"I was very apprehensive going into this book because I know that it is not told in a traditional style, but I ended up loving it. I will say that it was a little hard for me to keep everything straight in the beginning, but once I got into it and used to it I was fully emersed. I loved the characters in this book and even though I didn't think I was going to be able to see their personality come through with the way this was told, that was not the case at all. This book still managed to be hilarious and sad and beautiful even though it was literally just a compilation of files. It managed to completley take me by suprise and had me on the edge of my seat at multiple times throughout the story--not just at the end. I feel like this phrase gets thrown around a lot when people really enjoy a book, but I can honestly say that Illuminae really isn't like any book I've ever read before.",3,3,3
"I really enjoyed reading this book. Each time I picked it up to read I found myself giddy to slip back into this world of brutality and political intrigue. The pacing of this book is a slow burn--it is a lot of world building and character building but it was so fun to follow the characters and learn more about this period in history, which I know virtually nothing about. The ending left me dying to read more, and I can't wait for the other two books to eventually come out!",3,3,3
3.5 Stars. I did enjoy this one slightly more than the first one. I thought it introduced a lot of great new characters and did a much better just showing instead of telling (which was my biggest problem with the first one). While I really enjoyed the first 100 pages after that I thought the plot slowed down a lot and I started to really lose interest. That's what really brought down the rating for me. I will say though that this is still one of the most original YA series I have ever read.,3,3,3
"I had a lot of fun reading this one! It was really compelling and I liked all of the characters a lot. It was equal parts creepy, funny, and romantic. The only problem I had with the book that knocked it a star was the fact that there would be times when reading where I felt that certain events were really choppy and didn't flow in a way that made sense, or Mara reacted to something in a way that I didn't understand or wasn't believable. I'm really hoping a lot of things get answered by the end of the trilogy. Other than that I really enjoyed this and can't wait to start the next one after that ending!",3,3,3
"I felt like there were a lot of missed oppertunities in this book. Overall, I just didn't like the direction she chose for the ending of this series. I was nervous when I picked it up and saw how short it was, but I thought that maybe because it was so short it would be action packed, but I felt like NOTHING happened in this book. It was hard for me to stay invested in this series, and I feel like I may have enjoyed the series more as a whole if I marathoned it instead of waiting for each book and reading them as soon as they released. I just felt like this was a really anti-climactic way to end a series about an anti-hero that had so much potential. This is definitely one series where I just disagree with the hype.",3,3,3
"Reading this book, at first, seemed very tedious to me. I wanted a decision from the main character so badly, and was so angry that she couldn't seem to make up her mind about anything and when she did make up her mind she changed it a day later. But really I think that I just really sympathize for the situation she is in. I don't focus on as many of the smaller details as she does, but I'm not sure what I want for her in the long run. I personally prefer Aspen over Maxon and think it would be great if she just waited out his military service and lived a nice quiet life as a two since she hates being in the spotlight. However, I want her to become queen not because I want her to necessarily be with Maxon, but because I want her to be able to use her power as Queen to fix their broken society because she has the courage and passion to do it!",3,3,3
"I was pleasantly surprised with this book! It didn't pan out at all the way I thought it would, and is pretty different from a lot of books I've read recently. It doesn't really focus on romance at all, even though the female and male protag work together for a lot of the story, which I thought was refreshing. The book focuses a lot more on friendships and had more action and mystery than I was anticipating for a realistic fiction book. A super fun and easy read.",3,3,3
"Whoa. Its different from the way I remember the movie. The movie works as a movie, but the book sure works well as a book. The movie builds to a dramatic ending, but the book keeps you on the edge throughout, and has charming moments to boot. I can't get enough of the lawyer as hero! Well worth the read.",3,3,3
"It took about half way into this book for the humor to start hitting my funny bone. Making fun of the deaf, the overweight and the handicapped is a bit hard to get into, but the author tries to make this easier by having them be nasty people---think of the old Seinfeld episodes of the ""Bubble Boy"" etc. The first half is rather dark and cynical. But then about halfway through, the parody of the work place really started to turn from awful to wonderful, and the narrator gets into a hilarious exchange with the ""dealer"" in his building and then his overbearing girlfriend loses it during their breakup, so the second half I quite enjoyed.",3,3,3
"This was written in a seventies pot-boiler style, which is not really my cup of tea. The idea was amusing, but the realization seemed a bit stretched. There were a few laughs, but mostly I remember a wish to get through it. It did keep me from boredom in a hotel room, but when I got back home I had better things to read and it languishes on my unfinished shelf.",3,3,3
"I read this once in high school, and re-read it to my boys this year. It is wonderful--the pacing is good, the adventure unique and the main characters admirable (and loveable). We have now moved on to Fellowship of the Ring.",3,3,3
My first book by Hurston since she showed up in a deck of famous author cards. Very original and easy to read once you can get into the flow of converting the spelling of vernacular speech into spellings you are familiar with. Hilarious sayings and stories. The protagonist is strong like that in the Color Purple (Alice Walker loves this book) and her three (consecutive) husbands are also well drawn and believable. Wonderful.,3,3,3
"Eudora Welty hits one out of the park with her pitch perfect white trash versus the educated/cultured. This short, well-sketched novel builds slowly to the last angry scene in which words are finally exchanged. Perfectly describes the lament of humble, reflective persons when confronted with persons who care only about themselves.",3,3,3
"Rowling really hits it out of the park with the characters and story in this volume. It is not bogged down by scenes involving Voldemort. No, the story's drama is driven by a human character (Professor Umbridge) who is easily recognized and hated as she continually ups the ante in a quiet battle of wills against Gryffindor and the good professors of Hogwarts. After the initial action and excitement, the story drags a bit with Sirius Black's family history, but after the students arrive in Hogwarts, the story never lets up its pace. First rate! Oh--and my boys loved it as well!",3,3,3
"I have not done a lot of dabbling in the Sci-Fi space, and here I am jumping right into Sci-Fi from a different culture and political system from the get go. This tale is a lot of fun, with alien history, random murders, physics, global regime changes, nano-technology and the Chinese Cultural Revolution to boot! The evil environmentalists are interfering in pure science which is humanity's only chance to.... SPOILER ALERT. Some pretty well drawn characters and some serious writing and the science is all good.",3,3,3
"Science is hard, but reading this book is easy. Elizabeth Kolbert pens another thoughtful volume, this time explaining how the death of other species is a warning for our own. Ask not for whom the bell tolls, it tolls for us, too. Can we think our way out of this pickle? One can only hope, because dramatically changing our lifestyle seems to be completely off the table. Hell, we can barely get the oldies to switch to energy saving lightbulbs and low flow toilets without screaming about communistic fascism.",3,3,3
"I remember the moment in 1988 when my beloved aunt mentioned the book to me, saying it had a lot to think about. Now, thousands of miles and decades away, reading this feels like an anthropological dig, but the book is worth the read because of the excellent writing and the plausible plot. The way the government is overthrownaken is disturbingly realistic, a sort of Jade Helms led by Jesse Helms and Pat Robertson, the handmaid ends up living with Jimmy Swaggart and Tammy Faye Bakker, and the executions are tribal rituals. Hallelujah.",3,3,3
"Outstanding Roy has a facility for language that at times reminded me of James Joyce--alliterative and original. The scenes are colorful, poetic and fascinating. The points of view and the eye of the narrator is that of an artistic film director, watching the details of the objects and sounds in scene yet not losing sight of the principle action.",3,3,3
"Excellent political and emotional tale by Highsmith. The road trip turns this novel into a brilliant entry into 50s noir rivaling Lolita. Full confession: I wanted Carol to shoot the bastard! Creepy Richard stands in for much of society, with Harge the judge and jury, and that mousey little housemaid doing the Man's bidding. Fight the power!",3,3,3
"This is a novel about transformation, a weekend version of The Road's apocalypse. Lasting impressions: The dark menace of the metal working shop, the golden glint in the eye of the underwear model, the alpha male and his less enthusiastic sidekicks, the do what you must heroics, which is the transformation/deliverance, and the sheer excitement of the 'most dangerous game.' My reading notes came out sparse, because the poetry is baked into every line and does not sift to notes well. My cousin and I have a disagreement about ranking -- I have always fought grade inflation, but rankings above three seem to be more about emotional punch, which is a function of individuality. Mark--I did like this book.",3,3,3
"This book has almost made me believe in time travel. How in the f* could he have written this in 1955?! It predicts everything that the US did in in Vietnam to completely screw the pooch, but which did not happen until the first half of the 1960s. Graham Greene was either a genius or he had some wicked good connections to something or someone. And then of course, the fact that this was written then and then everything happened anyway, makes me (and should make you) really, really sad. So that is why it's a five.",3,3,3
"This was a book I wanted to love but I just didn't. It felt clunky and off. Everything that happened before she got on the bus was backstory and not really necessary. We could have learned about it as she told Andrew about it and it would have speed things up considerably. It just didn't do it for me. It was okay, but nothing amazing.",3,3,3
"I loved this book so much. Puck's wit definitely was a high point, but I also liked the budding relationships. I adored this book so much more than I can really even verbalize. The fey world and the human world are so vivid and I love how much it is grounded in reality by the descriptions of normal, every day things. It really helps you to imagine that a world like this really could be hidden right inside our own.",3,3,3
"Really enjoyed this one. It is not as good as the Eona Duology but this first book is obviously meant to set the foundation for the coming 2 books and as such, was slow at times but I didn't even find the slow bits to be tedious or anything of the sort and the story really picks up a fast pace in the last 200 pages or so. I genuinely can't wait to see where Goodman takes this story, it has such great potential. And as usual, the attention to historical detail is astounding. Goodman draws from real historical characters and events and I really admire a well-researched story.",3,3,3
"Rating: 3.5 This book had a lot of issues. The romance made no sense at all to me, most of the flashbacks were tedious and unnecessary, and the plot twist at the end was so predictable. Also, the fact that Yael, the seasoned fighter, trusted Luka and Felix so completely was unrealistic. Despite all of that, I really did enjoy the book and I thought it was a lot of fun. The first book to me was a lot better but the sequel is good too.",3,3,3
5 stars for giving me a better framework for how to organize my stuff and what stuff to keep than I'd ever had before. For instance it was so freeing to realize I don't have to keep gifts.,2,2,2
"A great finish to the D'Artagnan series - definitely enjoyed it. Ending wasn't what I wanted though, you could tell he was just trying to permanently end the series. It could easily be having seen the movie made me want more drama.",2,2,2
"Seven amazing stories. Each one you think can't possibly top the last, and then it does. We never really get to understand what is up with the Time Tombs - guess I have to keep reading. But the strength of each of these stories is worth it. One of the best books I've read in a while.",2,2,2
"Great book. A sci-fi classic. The fact that Gibson wrote this in 1984 is very impressive, as he makes many predictions that seem like they are coming true (was that a prediction?",2,2,2
One of my all-time favorites. The ultimate revenge story. One fascinating aspect to think about was that back in the day this novel appeared as a series of articles in the newspaper in France...,2,2,2
I read this while backpacking through Europe after college. It was a fascinating insight into the Spanish culture - anyone going there should definitely read this.,2,2,2
One of my top 5 favorites. Read this at the deeper/figuring your life out moments - it will give you strength and inspiration.,2,2,2
"After the first read, this book is the worst one in the Harry Potter series. Characters are not as likeable as they are in the other books. However, I recently reread it (after reading book 6), and found it to be a very good read.",2,2,2
"This might be the most deliciously dirty Alexa Riley story ever. I mean, look at the plot, ""stepdad"" and ""stepbrother"" want to f*k the teenager living with them in their trailer. But it's all very sweet and in good fun even though it is nasty and totally forbidden! If you have about 1/2 hour to spare, prepare yourself for a fun, filthy, sexy, erotic story. Loved it!",2,2,2
Contains major spoilers so only read this after you have completed the Indebted Series!! The Epilogue is filled with TONS of goodies and yummy scenes. Very creative ending to one of my favorites series. Enjoy!,2,2,2
"3.5 Stars First book by this author, not what I expected! Lots of swoony romance plus lots of drama. Loved the strong heroine, she saved the day for me! Also loved the very hot sexy times. Full review to come shortly.",2,2,2
"4.5 heart-pounding stars!! Malcolm Kyle Preston Logan Saint is quite the sexy alpha!! I need more, asap. I know there is much more to Saint than meets the eye. This is one of Katy's best books. Full review to come closer to release day!",2,2,2
"Get ready to be enthralled by the next part of Nila and Jet's story! There are scenes of intense passion, heartbreaking deceit, frightening and truly evil characters, and heart-stopping action. There's almost a historical vibe to this book, but it is most definitely a contemporary, sexy and very erotic story. I am literally on pins and needles waiting for the next installment. I need more Jethro!",2,2,2
"This novella gets 5 stars for the absolutely smoking hot sex scenes and great dialogue, and 1 star for the often laughable supporting storyline. There are so many completely made-up details in this story that would never, ever happen in real life (and would land the main characters in a real courtroom) that it made it very difficult for me to enjoy the sexy and engaging banter between the two main characters. I did love the alternating POV's but the glaring inaccuracies in this story aggravated the hell out of me. This is pure, escapist fantasy, that can be read in just one sitting. The author does a great job at establishing an emotional connection between the characters and I definitely will read the next installment.",2,2,2
"Fantastic, page-turning, gripping and unbelievably hot book. I am in love with both characters! Thank you, M. Pierce, for Matt and Hannah! By far, one of the most creative stories I have read in a long while. Drop everything and read Night Owl! Read our full review here",2,2,2
"WOW what a surprising book! Fabulous story and characters and we could NOT put this one down. These are not your usual cast of characters, they make terrible mistakes and some are filled with anger and dishonesty! We love love love Caleb. You will immediately feel the need to read Dirty Red. Trust us, things are not what they seem... We can only hope and pray for a HEA for our Caleb and Olivia.",2,2,2
Beautiful and painful. And funny. A must-read. You won't be sorry.,2,2,2
Kristen Ashley on steroids. Good story but lots of typos and errors.,2,2,2
One of Kristen Ashley's best books ever. You will love Faye and Chace. Another phenomenal story and yet another fabulous alpha male! Have Kleenex ready near the end. Thanks Kristen!,2,2,2
This is not for everyone but it is one of the most haunting books I have ever read. I wish I could give more than 5 stars!,2,2,2
"LOVED THIS BOOK. LOVED the characters, and that the heroine is older. The ending is a little drawn out though. Still great book.",2,2,2
"Ok so I'll say it... At first I was a little unsure how I felt about the book, since Gemma kept going back and forth on her decision making.. It was kind of getting annoying. But.... That twist blew me away,( still not sure how I feel about it though) . So yes it's a must read simply because that twist was so not expected!",2,2,2
"Ok I think this book should come with major warning labels! I mean come on can anyone withstand sooo much death and sorrow like Caden? I mean seriously poor guy!! I am left depressed and will require several hours of watching F.R.I.E.N.D.S episodes to get over the gut wrenching, depression leading, emotional wreck I became after reading this book.... Sooo if you want to cry, get depressed, then this book is for you. But as for me, as much s I loved Ever and Caden and only wish for their happy ending I don't think I can handle what I know will be a very sad journey on the next two books.",2,2,2
"The plot pacing was excellent, and the book held my attention. The well-rounded character development allowed me to change my opinion of several actors.",2,2,2
The plot a page turner. The maids reflect the Mammy stereotype. I would like to see the story written by one of the maids. I recommend Maid in the USA by Mary Romano as a corrective. It is an ethnography about real live maids along with research about labor law and how it hasn't been applied to housemaids. The dialect was a sad imitation of Black Vernacular English.,2,2,2
A page turner. Since I hate reality TV I valued the parody of it. Some good character development.,2,2,2
"I was afraid it would merely be a rerun of Pillars in a new era, but it managed to add a new dimension.",2,2,2
"Although it is long, it was hard to find a place to put it down. Some very interesting characters, especially the women.",2,2,2
"The book has been around a while so I was familiar with the general themes. Still, it was interesting to read about studies and see their methods analyzed as well as getting other details to fill in the outline.",2,2,2
Mildly entertaining. Some interesting social attitudes and family conflicts. Conversation was not convincing as conversation. Unexpected ending.,2,2,2
Surreal. Entertaining. Far more allusions than I can recognize. Worth pondering.,2,2,2
Deeply troubling. Deeply moving. Moves inexorably to its end.,2,2,2
"It was cute, fun to read. This book just proves that you just can't wait and stand by. You have to climb the stairs (lol) and make the first move. If not, nothing is ever going to happen.",2,2,2
"Second read, I dropped one star. I remember how boring and slow the book was, but it really picks up at the ending; if you can wait that long. 3.5 stars",2,2,2
I remember trying 3 times to read this but I always gave up on page 3 or so. So I skipped to book 2 and then read the whole series then came back to this book. It's hard to review this book without taking in the series a as a whole.,2,2,2
The lore in this series is incredible. I absolutely adore it. I felt like this book started dragging in the middle and it was completely unnecessary for the book to be 600 pages. There are still some loose ends but I enjoyed reading this so.,2,2,2
"I enjoyed this book. It wasn't perfect or innovating, and it was kind of predictable. Still, it was a nice read and I enjoyed the story. I also like how the romance was kind of already established, so it wasn't insanely cheesy or cliche or something.",2,2,2
"3.5 stars. Took me forever to read this because of college. I don't know if that affected me or not but once I started reading again after a month things seemed kind of dragged. It picked up again for a bit. Some of the decisions that Jacob and Emma made were so annoying and I felt like the ending ""battle"" was a bit of a cheap exit.",2,2,2
"A bunch of science and math jargon that I didn't comprehend but I enjoyed this book. It was slow at first then picked up. The humor is sarcastic and dry, so it's great and funny. My favorite parts were all then povs other than Mark's (what can I say? His are the most boring).",2,2,2
"Surprisingly, a lot of the dialogue from the movie were direct quotes from the book. Truly one of the most true adaptations of a book I've seen in a movie. It was enjoyable, but I feel like watching the movie first made me enjoy the book less, since I already knew what was going to happen.",2,2,2
"DNF. I got about half way before I lost interest in this book. I really enjoyed the writing, and the beginning was most enjoyable imo. This had some pretty outrageous moments but I believe that's part of its charm. Maybe one day I'll pick it back up and finish it but I am way too behind in my reading challenge to try and force myself to finish a book I'm not interested in anymore.",2,2,2
"The synopsis and the cover make this seem like a plain, old, cliche, YA retelling of Beauty and the Beast. Not true and very misleading. It was so much more. There were moments were I was like ""WHAT?!""",2,2,2
"Based off just the title and without reading the synopsis, this book wasn't what I was expecting. I still enjoyed it however, and it was a pretty quick read. Very enlightening in terms or dealing with autism and family dynamics.",2,2,2
"*I originially rated this 2 stars, but thinking back on this book I can't remember anything about it except that it was pretty boring, so rating has been dropped to 1 stars* *Original Review* It was okay I guess. Hayley was pretty irritating and boy, was she BITTER. Finn was alright, he was one of those eccentric young adult male love interests (*cough* Augustus *cough*). I don't really know whether or not I actually ""liked"" this book or not...",2,2,2
"1.5 stars? If I were to describe this book in one word I'd say ""disappointed."" I feel like I should give this book 1 stars because I didn't really enjoy it, on the other hand, it's not ""bad,"" per say. The plot twist that everyone is raving about didn't even surprise me. I had already deduced something similar several chapters back. Oh well.",2,2,2
"I can't believe this is suppose to be a children's book...it was creepy as hell and I honestly don't know how I feel about it. The book was weird and the ending sucked, but it wasn't bad and it was interesting. Honestly, the book feels incomplete but apparently there's a sequel that the author wrote like 10 years later so. Basically this is a dystopian novel that's hella weird yet it sucks you in but then feels incomplete and unfinished at the end.",2,2,2
"2.5 stars. The beginning was pretty confusing, and it took me a while to get used to the italic writing. I wish the author just decided on one point of view, instead, this book is written in both first person and in third person. Honestly the synopsis just explains the whole book. The book wasn't really what I was expecting, Arthur didn't even die until the middle of the book and those ""seven years of hardship"" were literally just skimmed over. I just skimmed the ending because I didn't feel like reading pages worth of italics.",2,2,2
3.5 stars. What I liked about this book particularly was the psychology and Kaysen's scenes with her fellow patients.,2,2,2
"Interesting and well-written nonetheless, even if you disagree with Ayn Rand's philosophy.",2,2,2
"For once, the relationship between a student and teacher isn't just black and white. Let me tell you, it's a VERY, very prominent gray.",2,2,2
"I get that this book contains fantasy elements but there were just some parts that felt plain unrealistic, to the point of absurdity. The writing wasn't too bad, minus some parts but whatever. The pacing was bad and the plot was thin. There were so many unanswered questions. I almost gave up on the book near the middle.",2,2,2
"This book started off great. Then, it went down the drain and I just wanted someone to stake all the characters because they were so DAMN annoying. This review sums it up best: http://www.goodreads.com/review/show/...",2,2,2
"Really liked this book and while I see the similarities to Vampire Academy I feel like VA had more charm. Still, this book was kind of predictable but I really liked it.",2,2,2
"Um. Can I have the second book now? Pretty please? Seriously, this was the first book in MONTHS that I have read in less than a day. It was just that compelling and interesting. Can't wait for the next book!",2,2,2
"Classical musician and ""bad-boy"" guitar player? Does this sort of remind anyone else of If I Stay? *update* Just finished the book, and okay, seriously? Cello?! Now it REALLY reminds me of If I Stay, oh, and the coma part too!? Anyways this book was cute but was filled with cliches",2,2,2
"Welp, we can all agree Nikki is a bitch.",2,2,2
"I truly enjoyed this book. Tina Fey is funny, but that's nothing new.",2,2,2
I'm pretty sure anyone who has/will ever read this book will want to take it and slap some sense into Lena with it. Multiple times. The book was kind of slow-paced for me but Ridley/Link(totes adorbs) and some Liv moments almost made up for it.,2,2,2
"This book is crazy. Also, the main character annoyed me, throughout the series yes, but even more so in this book. Like, really? She made THE SAME MISTAKE THREE TIMES. It was annoying.",2,2,2
"4.5 since it dragged on a bit in the middle. Not my favorite book in the series, but still, Rick Riordan managed to take me, yet again, on another wonderful, magical journey. Yes, pun intended.",2,2,2
"2.5 stars. This book was okay. The series overall was really disappointing...And Jesus Tobias and Tris were so annoying with their stupid angsty romance. Christ, they had sex like 5 times in this book...",2,2,2
"3.5 stars. (I'm actually still unsure whether to rate this 3 or 4 stars but I'll just go with 4 for now, but honestly it really is 3.5) This book kind of dragged in the middle-end but other than that I was pretty invested. I mean, who isn't interested in romantic drama? Also, while I was reading this all I could think about is the fact that boys were just as much fuckboy-y in the early 19th century as they are today.",2,2,2
"4.5 stars *sigh of content* Faith in Jennifer Brown restored. I LOVE Hate List but was EXTREMELY disappointed by Bitter End. Well, after reading this book, safe to say she has redeemed herself(at least in my eyes). This book was pretty predictable and the ending was open-ended but it was beautifully written and the journey was amazing! Learned a lot about OCD too!",2,2,2
"The book that got me into PJ. This was my first Percy Jackson book that I read. I remember being at the library and wanting to find a book to read and seeing this book and remembering reading about how Percy Jackson was being made into a movie or something and deciding to read this book because of that. One of the best decisions I have ever made in my life. It introduced me to my favorite book series. Literally the next day, I was at a bookstore and I had my dad spend $100 on the box set without even knowing what the books were about (other than they were Percy Jackson) and having no idea whatsoever if I would even like it.",2,2,2
"2nd readthrough: 3.5 stars. Every time I reread an Ellen Hopkins novel I notice something new about the formatting that I didn't notice before (or maybe I did notice but just didn't mention it?). For example, during my second read through of this book, about 3/4 of the way through, I realized (or re-realized?) that each of the 5 narrators have different formatting for their POV! How cool is that! It always amazes me how Ellen Hopkins can write books like these; it must take an insane amount of attention to detail.",2,2,2
"The first time I read this I rated it 4 stars because before I read it my friends told me that people thought it wasn't as good as the previous books. Stupidly, I let others' opinions influence me before I even read it. I reread it a second time and it is  fucking brilliant .",2,2,2
Couldn't finish it. I was 5/6 of the way done with the book and I just had to put it down because it was so boring. Nothing exciting happened and I felt like the book was dragging.,2,2,2
"Let me just say that before I read this book I liked to think of myself and neutral and leaning toward Team Unicorn...Now, post-reading of this book, it is safe to say that I am Team Zombie. The zombie stories were brilliant and excellent, the unicorn stories (with the exception of 2-3 stories) were just plain horrible and stupid.",2,2,2
"I feel like I would have appreciated this book even more if I read ""A Wrinkle in Time"" beforehand. Anyways, I wasn't really feeling the  time travel stuff   but everything else, the friendship/family dynamics were A+.",2,2,2
"...disappointed at all the hype this book had but I guess it just wasn't the book for me. If I had to describe it in one word, PRETENTIOUS. Also, it didn't help that halfway through the book I was extremely bored and I had to FORCE myself to finish it...maybe I'm missing something?",2,2,2
"a beautiful book, beautiful illustrations and a really nice story",2,2,2
I can't even begin to express how beautifully written this book is. I'd recommend it to everyone. (currently rereading it),2,2,2
"Although this book was not heart-touching or something, it was nice, just a fine read. I thought the end was a bit strange, when Madison claims to have stolen the diamonds. I mean, first she did not want her father in her life, then she loves him, and then he steals all those things, he lied to her, and she takes credit for it. That is not the Madison who wants all the fame .",2,2,2
"This one is going back to my 'to-read' shelve, I will continue reading it when I have more time for it.",2,2,2
